2016-07-01	25.128906999998435
2016-06-30	217.23046800000157
2016-06-29	238.66015699999843
2016-06-28	219.21093699999983
2016-06-27	-214.9707039999994
2016-06-24	-545.8808590000008
2016-06-23	166.96093699999983
2016-06-22	-51.839844000001904
2016-06-21	2.4003909999992175
2016-06-20	68.0
2016-06-17	-58.279296999997314
2016-06-16	130.86914000000252
2016-06-15	-63.480468999998266
2016-06-14	-35.949219000001904
2016-06-13	-98.01953100000173
2016-06-10	-73.48046800000157
2016-06-09	15.208984000000783
2016-06-08	73.140625
2016-06-07	2.0585940000019036
2016-06-06	94.640625
2016-06-03	7.2597659999992175
2016-06-02	49.50976599999922
2016-06-01	35.11914099999922
2016-05-31	-104.30078100000173
2016-05-27	46.371093999998266
2016-05-26	-31.230469000001904
2016-05-25	116.41992200000095
2016-05-24	180.8613280000027
2016-05-23	-14.109373999999661
2016-05-20	63.61914099999922
2016-05-19	-78.75976500000252
2016-05-18	25.339843999998266
2016-05-17	-171.4804690000019
2016-05-16	178.95117200000095
2016-05-13	-175.7988289999994
2016-05-12	9.380859000000783
2016-05-11	-207.91015600000173
2016-05-10	201.68945299999905
2016-05-09	-37.93945299999905
2016-05-06	90.33007799999905
2016-05-05	-3.7695309999980964
2016-05-04	-83.75976500000252
2016-05-03	-119.83984399999827
2016-05-02	107.38085900000078
2016-04-29	-39.449218999998266
2016-04-28	-193.12109300000157
2016-04-27	45.410156000001734
2016-04-26	2.939452999999048
2016-04-25	-13.699218999998266
2016-04-22	18.699218999998266
2016-04-21	-110.32031299999653
2016-04-20	36.77929700000095
2016-04-19	41.5
2016-04-18	113.96093700000347
2016-04-15	-28.488280999998096
2016-04-14	14.17968800000017
2016-04-13	166.61914099999922
2016-04-12	149.91015600000173
2016-04-11	-30.07031299999653
2016-04-08	21.57031300000017
2016-04-07	-145.31835900000078
2016-04-06	110.60156200000347
2016-04-05	-114.70898500000112
2016-04-04	-62.390625
2016-04-01	131.00976599999922
2016-03-31	-30.96093700000347
2016-03-30	64.30078100000173
2016-03-29	120.52929700000095
2016-03-28	9.310547000000952
2016-03-24	30.400390999999217
2016-03-23	-86.22070300000269
2016-03-22	-20.14062600000034
2016-03-21	34.16992200000095
2016-03-18	120.81054700000095
2016-03-17	160.109375
2016-03-16	76.41992200000095
2016-03-15	34.378906000001734
2016-03-14	21.640625
2016-03-11	198.32031300000017
2016-03-10	-10.919922000000952
2016-03-09	31.189452999999048
2016-03-08	-86.57031300000017
2016-03-07	82.66015699999843
2016-03-04	61.769531000001734
2016-03-03	47.730468999998266
2016-03-02	48.15038999999888
2016-03-01	319.4101559999981
2016-02-29	-117.65039099999922
2016-02-26	-72.72851599999922
2016-02-25	192.90820299999905
2016-02-24	66.15039000000252
2016-02-23	-178.61132799999905
2016-02-22	203.52929700000095
2016-02-19	-18.970703999999387
2016-02-18	-70.33007799999905
2016-02-17	235.84960899999896
2016-02-16	184.0205079999996
2016-02-12	282.2197269999997
2016-02-11	-237.64062399999966
2016-02-10	-120.87011799999891
2016-02-09	8.969726999999693
2016-02-08	-120.45996099999866
2016-02-05	-212.97949199999857
2016-02-04	86.91015599999992
2016-02-03	150.45996100000048
2016-02-02	-266.67089900000065
2016-02-01	-4.451171000000613
2016-01-29	376.0410150000025
2016-01-28	109.359375
2016-01-27	-224.2802730000003
2016-01-26	274.07031300000017
2016-01-25	-201.24023400000078
2016-01-22	172.41015699999843
2016-01-21	113.80957099999978
2016-01-20	-222.70996099999866
2016-01-19	6.569336000000476
2016-01-15	-366.25
2016-01-14	220.04003900000134
2016-01-13	-375.22070300000087
2016-01-12	97.11132799999905
2016-01-11	39.860350999999355
2016-01-08	-172.7197270000015
2016-01-07	-374.2597659999992
2016-01-06	-248.32031199999983
2016-01-05	11.160156000001734
2016-01-04	-256.5410159999992
2015-12-31	-165.63085900000078
2015-12-30	-108.07031199999983
2015-12-29	173.61132799999905
2015-12-28	-7.390625
2015-12-24	-41.089843999998266
2015-12-23	174.97851599999922
2015-12-22	163.71875
2015-12-21	96.67968800000017
2015-12-18	-366.4882809999981
2015-12-17	-260.69921800000157
2015-12-16	218.24023499999748
2015-12-15	150.13085900000078
2015-12-14	91.390625
2015-12-11	-309.53906199999983
2015-12-10	81.58007799999905
2015-12-09	-65.87890699999843
2015-12-08	-135.99023400000078
2015-12-07	-114.98046800000157
2015-12-04	364.9511710000006
2015-12-03	-263.9003899999989
2015-12-02	-153.46093699999983
2015-12-01	168.62890600000173
2015-11-30	-82.91992199999731
2015-11-27	7.351563000000169
2015-11-25	-7.419922000000952
2015-11-24	41.28906199999983
2015-11-23	-30.92968699999983
2015-11-20	91.06054700000095
2015-11-19	-7.080077999999048
2015-11-18	251.66992200000095
2015-11-17	2.5097659999992175
2015-11-16	253.07031300000017
2015-11-13	-194.00976599999922
2015-11-12	-243.85937600000034
2015-11-11	-67.27929700000095
2015-11-10	34.08007899999939
2015-11-09	-170.2988280000027
2015-11-06	55.109375
2015-11-05	-7.820311999999831
2015-11-04	-62.0
2015-11-03	98.41015699999843
2015-11-02	156.140625
2015-10-30	-93.06054700000095
2015-10-29	-15.699218999998266
2015-10-28	192.8300780000027
2015-10-27	-27.46093699999983
2015-10-26	-26.519530999998096
2015-10-23	121.58984399999827
2015-10-22	308.27929700000095
2015-10-21	-57.32031300000017
2015-10-20	-11.361327999999048
2015-10-19	21.10937399999966
2015-10-16	74.22070299999905
2015-10-15	196.890625
2015-10-14	-154.33007799999905
2015-10-13	-31.660156000001734
2015-10-12	49.57031300000017
2015-10-09	29.800781000001734
